dataset_dir: /datasets/
dataset_name: ImageNet
global_batch_size: 64
workers: 6
resolution: 256
channels: 3
ms_patch_size: 1_2_3_4_5_6_8_10_13_16
importance: (1, 1, 1, 2, 2, 2, 3, 3, 5, 5)
max_patch_size: 16
codebook_size: 8192
codebook_dim: 32
project_dim: 16
pq: 1
L: 4
alpha: 1.0
beta: 1.0
gamma: 0.0
disc_weight: 0.5
lecam_loss_weight: 0.001
disc_cr_loss_weight: 4.0
VQ: vanilla_vq
use_multiscale: True
transplant_epochs: 2
refinement_epochs: 5
eval_epochs: 1
disc_epoch: 1
lr_transplant: 0.0001
lr_refinement: 1e-05
dropout: 0.0
seed: 3407
weight_decay: 0.0001
stage: refinement
checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/checkpoint/Refinement/ImageNet
results_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/results/Refinement/ImageNet
saver_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/saver/Refinement/ImageNet
reconstruction_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/reconstruction/Refinement/ImageNet
yaml_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/yaml/Refinement/ImageNet
pretrained_tokenizer: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/pretrained_tokenizer/vae_ch160v4096z32.pth
checkpoint_name: checkpoint-vanilla_vq_transplant_True_ImageNet_model_8192_32_1_loss_1.0_1.0_0.0_0.2.pth.tar
nnodes: -1
node_rank: -1
local_rank: 0
dist_url: tcp://224.66.41.62:23456
dist_backend: nccl
world_size: 2
batch_size: 32
ms_token_size: (1, 2, 3, 4, 5, 6, 8, 10, 13, 16)
init_checkpoint_dir: /project/6105494/sunset/VQ-Projects/VQ-Transplant3/checkpoint/
data_pre: ImageNet
model_pre: model_8192_32_1
loss_pre: loss_1.0_1.0_0.0_0.5
training_pre: vanilla_vq_refinement_True
saver_name_pre: vanilla_vq_refinement_True_ImageNet_model_8192_32_1_loss_1.0_1.0_0.0_0.5
| distributed init (rank 0): env://
| distributed init (rank 1): env://
VQ Model Parameters: 108761795
loaded pretrained LPIPS loss from /project/6105494/sunset/VQ-Projects/VQ-Transplant3/code/models/cache/vgg.pth
dataset name: ImageNet
len train_set: 1281167
len val_set: 50000
Start training...
epoch:1, cur_lr:0.000010
Train Epoch: [1/5] Iters:[10/20018] gen_loss 0.1113, rec_loss 0.0325, lpips_loss 0.2073, g_loss -0.0632, disc_weight 0.5000, disc_adaptive_weight 2.0471, d_loss 2.5515, logits_real 0.0722, logits_fake 0.0633,
Train Epoch: [4/5] Iters:[10230/20018] gen_loss 0.2976, rec_loss 0.0366, lpips_loss 0.2019, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.3197, d_loss 0.5000, logits_real -0.0172, logits_fake -0.0180,
Train Epoch: [4/5] Iters:[10240/20018] gen_loss 0.2984, rec_loss 0.0369, lpips_loss 0.2028, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.2781, d_loss 0.5000, logits_real -0.0171, logits_fake -0.0180,
Train Epoch: [4/5] Iters:[10250/20018] gen_loss 0.2968, rec_loss 0.0372, lpips_loss 0.2033, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.1672, d_loss 0.5000, logits_real -0.0172, logits_fake -0.0179,
Train Epoch: [4/5] Iters:[10260/20018] gen_loss 0.2975, rec_loss 0.0373, lpips_loss 0.2036, g_loss 0.0178, disc_weight 0.5000, disc_adaptive_weight 3.1710, d_loss 0.5000, logits_real -0.0170, logits_fake -0.0178,
Train Epoch: [4/5] Iters:[10270/20018] gen_loss 0.2972, rec_loss 0.0371, lpips_loss 0.2026, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 3.1717, d_loss 0.5000, logits_real -0.0172, logits_fake -0.0181,
Train Epoch: [4/5] Iters:[10280/20018] gen_loss 0.2991, rec_loss 0.0371, lpips_loss 0.2038, g_loss 0.0183, disc_weight 0.5000, disc_adaptive_weight 3.1825, d_loss 0.5000, logits_real -0.0174, logits_fake -0.0184,
Train Epoch: [4/5] Iters:[10290/20018] gen_loss 0.2983, rec_loss 0.0367, lpips_loss 0.2031, g_loss 0.0181, disc_weight 0.5000, disc_adaptive_weight 3.2416, d_loss 0.5000, logits_real -0.0175, logits_fake -0.0184,
Train Epoch: [4/5] Iters:[10300/20018] gen_loss 0.2984, rec_loss 0.0363, lpips_loss 0.2033, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 3.2451, d_loss 0.5000, logits_real -0.0173, logits_fake -0.0182,
Train Epoch: [4/5] Iters:[10310/20018] gen_loss 0.2951, rec_loss 0.0359, lpips_loss 0.2022, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 3.1731, d_loss 0.5000, logits_real -0.0174, logits_fake -0.0182,
Train Epoch: [4/5] Iters:[10320/20018] gen_loss 0.2975, rec_loss 0.0368, lpips_loss 0.2042, g_loss 0.0177, disc_weight 0.5000, disc_adaptive_weight 3.1937, d_loss 0.5001, logits_real -0.0174, logits_fake -0.0181,
Train Epoch: [4/5] Iters:[10330/20018] gen_loss 0.2980, rec_loss 0.0370, lpips_loss 0.2036, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 3.2012, d_loss 0.5001, logits_real -0.0176, logits_fake -0.0181,
Train Epoch: [4/5] Iters:[10340/20018] gen_loss 0.2986, rec_loss 0.0371, lpips_loss 0.2030, g_loss 0.0184, disc_weight 0.5000, disc_adaptive_weight 3.1923, d_loss 0.5001, logits_real -0.0179, logits_fake -0.0182,
Train Epoch: [4/5] Iters:[10350/20018] gen_loss 0.2990, rec_loss 0.0368, lpips_loss 0.2026, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 3.1936, d_loss 0.5002, logits_real -0.0184, logits_fake -0.0186,
Train Epoch: [4/5] Iters:[10360/20018] gen_loss 0.3021, rec_loss 0.0368, lpips_loss 0.2032, g_loss 0.0190, disc_weight 0.5000, disc_adaptive_weight 3.2730, d_loss 0.5002, logits_real -0.0187, logits_fake -0.0189,
Train Epoch: [4/5] Iters:[10370/20018] gen_loss 0.3018, rec_loss 0.0363, lpips_loss 0.2016, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 3.2527, d_loss 0.5001, logits_real -0.0192, logits_fake -0.0194,
Train Epoch: [4/5] Iters:[10380/20018] gen_loss 0.3023, rec_loss 0.0361, lpips_loss 0.2016, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 3.2299, d_loss 0.5002, logits_real -0.0196, logits_fake -0.0197,
Train Epoch: [4/5] Iters:[10390/20018] gen_loss 0.3027, rec_loss 0.0365, lpips_loss 0.2028, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 3.1533, d_loss 0.5002, logits_real -0.0195, logits_fake -0.0196,
Train Epoch: [4/5] Iters:[10400/20018] gen_loss 0.3030, rec_loss 0.0372, lpips_loss 0.2031, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 3.1606, d_loss 0.5001, logits_real -0.0191, logits_fake -0.0195,
Train Epoch: [4/5] Iters:[10410/20018] gen_loss 0.3032, rec_loss 0.0377, lpips_loss 0.2040, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 3.0813, d_loss 0.5002, logits_real -0.0193, logits_fake -0.0195,
Train Epoch: [4/5] Iters:[10420/20018] gen_loss 0.3021, rec_loss 0.0375, lpips_loss 0.2037, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 3.0968, d_loss 0.5001, logits_real -0.0191, logits_fake -0.0195,
Train Epoch: [4/5] Iters:[10430/20018] gen_loss 0.3011, rec_loss 0.0375, lpips_loss 0.2035, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 3.0789, d_loss 0.5001, logits_real -0.0191, logits_fake -0.0197,
Train Epoch: [4/5] Iters:[10440/20018] gen_loss 0.3037, rec_loss 0.0375, lpips_loss 0.2034, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 3.1354, d_loss 0.5001, logits_real -0.0198, logits_fake -0.0202,
Train Epoch: [4/5] Iters:[10450/20018] gen_loss 0.3045, rec_loss 0.0372, lpips_loss 0.2033, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 3.1136, d_loss 0.5001, logits_real -0.0203, logits_fake -0.0206,
Train Epoch: [4/5] Iters:[10460/20018] gen_loss 0.3072, rec_loss 0.0370, lpips_loss 0.2032, g_loss 0.0208, disc_weight 0.5000, disc_adaptive_weight 3.2230, d_loss 0.5001, logits_real -0.0204, logits_fake -0.0209,
Train Epoch: [4/5] Iters:[10470/20018] gen_loss 0.3099, rec_loss 0.0377, lpips_loss 0.2041, g_loss 0.0213, disc_weight 0.5000, disc_adaptive_weight 3.1934, d_loss 0.5001, logits_real -0.0208, logits_fake -0.0211,
Train Epoch: [4/5] Iters:[10480/20018] gen_loss 0.3132, rec_loss 0.0378, lpips_loss 0.2046, g_loss 0.0217, disc_weight 0.5000, disc_adaptive_weight 3.2646, d_loss 0.5002, logits_real -0.0212, logits_fake -0.0214,
Train Epoch: [4/5] Iters:[10490/20018] gen_loss 0.3115, rec_loss 0.0373, lpips_loss 0.2029, g_loss 0.0216, disc_weight 0.5000, disc_adaptive_weight 3.2981, d_loss 0.5001, logits_real -0.0212, logits_fake -0.0215,
Train Epoch: [4/5] Iters:[10500/20018] gen_loss 0.3142, rec_loss 0.0377, lpips_loss 0.2038, g_loss 0.0216, disc_weight 0.5000, disc_adaptive_weight 3.3814, d_loss 0.5001, logits_real -0.0211, logits_fake -0.0216,
Train Epoch: [4/5] Iters:[10510/20018] gen_loss 0.3127, rec_loss 0.0374, lpips_loss 0.2041, g_loss 0.0216, disc_weight 0.5000, disc_adaptive_weight 3.2894, d_loss 0.5001, logits_real -0.0213, logits_fake -0.0219,
Train Epoch: [4/5] Iters:[10520/20018] gen_loss 0.3108, rec_loss 0.0368, lpips_loss 0.2032, g_loss 0.0217, disc_weight 0.5000, disc_adaptive_weight 3.2615, d_loss 0.5001, logits_real -0.0214, logits_fake -0.0220,
Train Epoch: [4/5] Iters:[10530/20018] gen_loss 0.3095, rec_loss 0.0363, lpips_loss 0.2024, g_loss 0.0217, disc_weight 0.5000, disc_adaptive_weight 3.2601, d_loss 0.5001, logits_real -0.0215, logits_fake -0.0220,
Train Epoch: [4/5] Iters:[10540/20018] gen_loss 0.3103, rec_loss 0.0360, lpips_loss 0.2031, g_loss 0.0216, disc_weight 0.5000, disc_adaptive_weight 3.3017, d_loss 0.5001, logits_real -0.0213, logits_fake -0.0218,
Train Epoch: [4/5] Iters:[10550/20018] gen_loss 0.3078, rec_loss 0.0359, lpips_loss 0.2022, g_loss 0.0214, disc_weight 0.5000, disc_adaptive_weight 3.2574, d_loss 0.5001, logits_real -0.0211, logits_fake -0.0215,
Train Epoch: [4/5] Iters:[10560/20018] gen_loss 0.3067, rec_loss 0.0362, lpips_loss 0.2011, g_loss 0.0208, disc_weight 0.5000, disc_adaptive_weight 3.3515, d_loss 0.5001, logits_real -0.0206, logits_fake -0.0209,
Train Epoch: [4/5] Iters:[10570/20018] gen_loss 0.3077, rec_loss 0.0362, lpips_loss 0.2017, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 3.4830, d_loss 0.5002, logits_real -0.0201, logits_fake -0.0203,
Train Epoch: [4/5] Iters:[10580/20018] gen_loss 0.3048, rec_loss 0.0364, lpips_loss 0.2004, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 3.4722, d_loss 0.5002, logits_real -0.0195, logits_fake -0.0197,
Train Epoch: [4/5] Iters:[10590/20018] gen_loss 0.3028, rec_loss 0.0376, lpips_loss 0.2009, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 3.4287, d_loss 0.5002, logits_real -0.0188, logits_fake -0.0189,
Train Epoch: [4/5] Iters:[10600/20018] gen_loss 0.3004, rec_loss 0.0371, lpips_loss 0.2009, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 3.4119, d_loss 0.5002, logits_real -0.0182, logits_fake -0.0183,
Train Epoch: [4/5] Iters:[10610/20018] gen_loss 0.2980, rec_loss 0.0371, lpips_loss 0.2015, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 3.3048, d_loss 0.5002, logits_real -0.0177, logits_fake -0.0178,
Train Epoch: [4/5] Iters:[10620/20018] gen_loss 0.2962, rec_loss 0.0373, lpips_loss 0.2018, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 3.2736, d_loss 0.5002, logits_real -0.0173, logits_fake -0.0173,
Train Epoch: [4/5] Iters:[10630/20018] gen_loss 0.2951, rec_loss 0.0374, lpips_loss 0.2036, g_loss 0.0169, disc_weight 0.5000, disc_adaptive_weight 3.2104, d_loss 0.5001, logits_real -0.0167, logits_fake -0.0169,
Train Epoch: [4/5] Iters:[10640/20018] gen_loss 0.2967, rec_loss 0.0368, lpips_loss 0.2048, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 3.1989, d_loss 0.5001, logits_real -0.0167, logits_fake -0.0173,
Train Epoch: [4/5] Iters:[10650/20018] gen_loss 0.2982, rec_loss 0.0372, lpips_loss 0.2058, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 3.2058, d_loss 0.5001, logits_real -0.0168, logits_fake -0.0173,
Train Epoch: [4/5] Iters:[10660/20018] gen_loss 0.2984, rec_loss 0.0365, lpips_loss 0.2047, g_loss 0.0177, disc_weight 0.5000, disc_adaptive_weight 3.2373, d_loss 0.5000, logits_real -0.0171, logits_fake -0.0178,
Train Epoch: [4/5] Iters:[10670/20018] gen_loss 0.2974, rec_loss 0.0364, lpips_loss 0.2044, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 3.1523, d_loss 0.5000, logits_real -0.0170, logits_fake -0.0179,
Train Epoch: [4/5] Iters:[10680/20018] gen_loss 0.2982, rec_loss 0.0360, lpips_loss 0.2029, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 3.2620, d_loss 0.5000, logits_real -0.0171, logits_fake -0.0180,
Train Epoch: [4/5] Iters:[10690/20018] gen_loss 0.2956, rec_loss 0.0361, lpips_loss 0.2016, g_loss 0.0177, disc_weight 0.5000, disc_adaptive_weight 3.2776, d_loss 0.5001, logits_real -0.0168, logits_fake -0.0174,
Train Epoch: [4/5] Iters:[10700/20018] gen_loss 0.2958, rec_loss 0.0362, lpips_loss 0.2017, g_loss 0.0172, disc_weight 0.5000, disc_adaptive_weight 3.3750, d_loss 0.5001, logits_real -0.0166, logits_fake -0.0169,
Train Epoch: [4/5] Iters:[10710/20018] gen_loss 0.2939, rec_loss 0.0363, lpips_loss 0.2018, g_loss 0.0167, disc_weight 0.5000, disc_adaptive_weight 3.3489, d_loss 0.5002, logits_real -0.0163, logits_fake -0.0164,
Train Epoch: [4/5] Iters:[10720/20018] gen_loss 0.2947, rec_loss 0.0364, lpips_loss 0.2024, g_loss 0.0163, disc_weight 0.5000, disc_adaptive_weight 3.4403, d_loss 0.5002, logits_real -0.0161, logits_fake -0.0162,
Train Epoch: [4/5] Iters:[10730/20018] gen_loss 0.2973, rec_loss 0.0369, lpips_loss 0.2039, g_loss 0.0163, disc_weight 0.5000, disc_adaptive_weight 3.4744, d_loss 0.5002, logits_real -0.0162, logits_fake -0.0163,
Train Epoch: [4/5] Iters:[10740/20018] gen_loss 0.2995, rec_loss 0.0365, lpips_loss 0.2048, g_loss 0.0166, disc_weight 0.5000, disc_adaptive_weight 3.5330, d_loss 0.5002, logits_real -0.0165, logits_fake -0.0167,
Train Epoch: [4/5] Iters:[10750/20018] gen_loss 0.3017, rec_loss 0.0371, lpips_loss 0.2053, g_loss 0.0170, disc_weight 0.5000, disc_adaptive_weight 3.4896, d_loss 0.5001, logits_real -0.0168, logits_fake -0.0171,
Train Epoch: [4/5] Iters:[10760/20018] gen_loss 0.3051, rec_loss 0.0379, lpips_loss 0.2070, g_loss 0.0173, disc_weight 0.5000, disc_adaptive_weight 3.4873, d_loss 0.5001, logits_real -0.0171, logits_fake -0.0175,
Train Epoch: [4/5] Iters:[10770/20018] gen_loss 0.3063, rec_loss 0.0384, lpips_loss 0.2070, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 3.3692, d_loss 0.5001, logits_real -0.0179, logits_fake -0.0182,
Train Epoch: [4/5] Iters:[10780/20018] gen_loss 0.3064, rec_loss 0.0388, lpips_loss 0.2076, g_loss 0.0185, disc_weight 0.5000, disc_adaptive_weight 3.2584, d_loss 0.5001, logits_real -0.0182, logits_fake -0.0185,
Train Epoch: [4/5] Iters:[10790/20018] gen_loss 0.3059, rec_loss 0.0386, lpips_loss 0.2063, g_loss 0.0193, disc_weight 0.5000, disc_adaptive_weight 3.1698, d_loss 0.5001, logits_real -0.0187, logits_fake -0.0190,
Train Epoch: [4/5] Iters:[10800/20018] gen_loss 0.3026, rec_loss 0.0379, lpips_loss 0.2050, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 3.0202, d_loss 0.5001, logits_real -0.0193, logits_fake -0.0198,
Train Epoch: [4/5] Iters:[10810/20018] gen_loss 0.3027, rec_loss 0.0375, lpips_loss 0.2033, g_loss 0.0204, disc_weight 0.5000, disc_adaptive_weight 3.0360, d_loss 0.5001, logits_real -0.0198, logits_fake -0.0203,
Train Epoch: [4/5] Iters:[10820/20018] gen_loss 0.3041, rec_loss 0.0371, lpips_loss 0.2035, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 3.0844, d_loss 0.5000, logits_real -0.0199, logits_fake -0.0206,
Train Epoch: [4/5] Iters:[10830/20018] gen_loss 0.3041, rec_loss 0.0370, lpips_loss 0.2032, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 3.0788, d_loss 0.5000, logits_real -0.0202, logits_fake -0.0209,
Train Epoch: [4/5] Iters:[10840/20018] gen_loss 0.3058, rec_loss 0.0371, lpips_loss 0.2030, g_loss 0.0209, disc_weight 0.5000, disc_adaptive_weight 3.1342, d_loss 0.5000, logits_real -0.0204, logits_fake -0.0213,
Train Epoch: [4/5] Iters:[10850/20018] gen_loss 0.3081, rec_loss 0.0373, lpips_loss 0.2031, g_loss 0.0209, disc_weight 0.5000, disc_adaptive_weight 3.2372, d_loss 0.5000, logits_real -0.0204, logits_fake -0.0211,
Train Epoch: [4/5] Iters:[10860/20018] gen_loss 0.3067, rec_loss 0.0369, lpips_loss 0.2033, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 3.2160, d_loss 0.5000, logits_real -0.0201, logits_fake -0.0209,
Train Epoch: [4/5] Iters:[10870/20018] gen_loss 0.3045, rec_loss 0.0367, lpips_loss 0.2030, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 3.1825, d_loss 0.5001, logits_real -0.0200, logits_fake -0.0206,
Train Epoch: [4/5] Iters:[10880/20018] gen_loss 0.3021, rec_loss 0.0361, lpips_loss 0.2012, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 3.1930, d_loss 0.5001, logits_real -0.0200, logits_fake -0.0204,
Train Epoch: [4/5] Iters:[10890/20018] gen_loss 0.3019, rec_loss 0.0359, lpips_loss 0.2027, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 3.1950, d_loss 0.5001, logits_real -0.0195, logits_fake -0.0199,
Train Epoch: [4/5] Iters:[10900/20018] gen_loss 0.3005, rec_loss 0.0358, lpips_loss 0.2028, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 3.1255, d_loss 0.5001, logits_real -0.0193, logits_fake -0.0199,
Train Epoch: [4/5] Iters:[10910/20018] gen_loss 0.3010, rec_loss 0.0360, lpips_loss 0.2032, g_loss 0.0200, disc_weight 0.5000, disc_adaptive_weight 3.1027, d_loss 0.5001, logits_real -0.0196, logits_fake -0.0199,
Train Epoch: [4/5] Iters:[10920/20018] gen_loss 0.2996, rec_loss 0.0357, lpips_loss 0.2022, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 3.0492, d_loss 0.5001, logits_real -0.0197, logits_fake -0.0201,
Train Epoch: [4/5] Iters:[10930/20018] gen_loss 0.3024, rec_loss 0.0363, lpips_loss 0.2045, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 3.0152, d_loss 0.5000, logits_real -0.0195, logits_fake -0.0202,
Train Epoch: [4/5] Iters:[10940/20018] gen_loss 0.3007, rec_loss 0.0361, lpips_loss 0.2027, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 3.0214, d_loss 0.5000, logits_real -0.0195, logits_fake -0.0204,
Train Epoch: [4/5] Iters:[10950/20018] gen_loss 0.3016, rec_loss 0.0358, lpips_loss 0.2026, g_loss 0.0203, disc_weight 0.5000, disc_adaptive_weight 3.1125, d_loss 0.5000, logits_real -0.0196, logits_fake -0.0203,
Train Epoch: [4/5] Iters:[10960/20018] gen_loss 0.3046, rec_loss 0.0363, lpips_loss 0.2033, g_loss 0.0201, disc_weight 0.5000, disc_adaptive_weight 3.2451, d_loss 0.5000, logits_real -0.0194, logits_fake -0.0202,
Train Epoch: [4/5] Iters:[10970/20018] gen_loss 0.3079, rec_loss 0.0370, lpips_loss 0.2054, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 3.3086, d_loss 0.5000, logits_real -0.0193, logits_fake -0.0199,
Train Epoch: [4/5] Iters:[10980/20018] gen_loss 0.3072, rec_loss 0.0370, lpips_loss 0.2047, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 3.3425, d_loss 0.5001, logits_real -0.0193, logits_fake -0.0198,
Train Epoch: [4/5] Iters:[10990/20018] gen_loss 0.3070, rec_loss 0.0372, lpips_loss 0.2056, g_loss 0.0196, disc_weight 0.5000, disc_adaptive_weight 3.2889, d_loss 0.5001, logits_real -0.0192, logits_fake -0.0196,
Train Epoch: [4/5] Iters:[11000/20018] gen_loss 0.3053, rec_loss 0.0375, lpips_loss 0.2052, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 3.2113, d_loss 0.5001, logits_real -0.0190, logits_fake -0.0194,
Train Epoch: [4/5] Iters:[11010/20018] gen_loss 0.3027, rec_loss 0.0373, lpips_loss 0.2052, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 3.0790, d_loss 0.5001, logits_real -0.0190, logits_fake -0.0196,
Train Epoch: [4/5] Iters:[11020/20018] gen_loss 0.3036, rec_loss 0.0380, lpips_loss 0.2045, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 3.1287, d_loss 0.5000, logits_real -0.0188, logits_fake -0.0196,
Train Epoch: [4/5] Iters:[11030/20018] gen_loss 0.3026, rec_loss 0.0377, lpips_loss 0.2032, g_loss 0.0198, disc_weight 0.5000, disc_adaptive_weight 3.1089, d_loss 0.5000, logits_real -0.0191, logits_fake -0.0199,
Train Epoch: [4/5] Iters:[11040/20018] gen_loss 0.3021, rec_loss 0.0379, lpips_loss 0.2031, g_loss 0.0199, disc_weight 0.5000, disc_adaptive_weight 3.0764, d_loss 0.5000, logits_real -0.0193, logits_fake -0.0201,
Train Epoch: [4/5] Iters:[11050/20018] gen_loss 0.3046, rec_loss 0.0378, lpips_loss 0.2038, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 3.1325, d_loss 0.5000, logits_real -0.0196, logits_fake -0.0204,
Train Epoch: [4/5] Iters:[11060/20018] gen_loss 0.3065, rec_loss 0.0384, lpips_loss 0.2033, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 3.1728, d_loss 0.5000, logits_real -0.0198, logits_fake -0.0205,
Train Epoch: [4/5] Iters:[11070/20018] gen_loss 0.3057, rec_loss 0.0375, lpips_loss 0.2025, g_loss 0.0207, disc_weight 0.5000, disc_adaptive_weight 3.1760, d_loss 0.5001, logits_real -0.0201, logits_fake -0.0207,
Train Epoch: [4/5] Iters:[11080/20018] gen_loss 0.3053, rec_loss 0.0371, lpips_loss 0.2027, g_loss 0.0206, disc_weight 0.5000, disc_adaptive_weight 3.1793, d_loss 0.5001, logits_real -0.0203, logits_fake -0.0206,
Train Epoch: [4/5] Iters:[11090/20018] gen_loss 0.3062, rec_loss 0.0372, lpips_loss 0.2027, g_loss 0.0205, disc_weight 0.5000, disc_adaptive_weight 3.2454, d_loss 0.5002, logits_real -0.0203, logits_fake -0.0204,
Train Epoch: [4/5] Iters:[11100/20018] gen_loss 0.3028, rec_loss 0.0366, lpips_loss 0.2014, g_loss 0.0202, disc_weight 0.5000, disc_adaptive_weight 3.2032, d_loss 0.5002, logits_real -0.0200, logits_fake -0.0201,
Train Epoch: [4/5] Iters:[11110/20018] gen_loss 0.3003, rec_loss 0.0359, lpips_loss 0.2009, g_loss 0.0197, disc_weight 0.5000, disc_adaptive_weight 3.2231, d_loss 0.5002, logits_real -0.0197, logits_fake -0.0198,
Train Epoch: [4/5] Iters:[11120/20018] gen_loss 0.2988, rec_loss 0.0359, lpips_loss 0.2009, g_loss 0.0195, disc_weight 0.5000, disc_adaptive_weight 3.1789, d_loss 0.5002, logits_real -0.0196, logits_fake -0.0195,
Train Epoch: [4/5] Iters:[11130/20018] gen_loss 0.2999, rec_loss 0.0362, lpips_loss 0.2021, g_loss 0.0192, disc_weight 0.5000, disc_adaptive_weight 3.2009, d_loss 0.5002, logits_real -0.0189, logits_fake -0.0190,
Train Epoch: [4/5] Iters:[11140/20018] gen_loss 0.3002, rec_loss 0.0364, lpips_loss 0.2033, g_loss 0.0187, disc_weight 0.5000, disc_adaptive_weight 3.2470, d_loss 0.5001, logits_real -0.0181, logits_fake -0.0185,
Train Epoch: [4/5] Iters:[11150/20018] gen_loss 0.3026, rec_loss 0.0374, lpips_loss 0.2052, g_loss 0.0182, disc_weight 0.5000, disc_adaptive_weight 3.3232, d_loss 0.5001, logits_real -0.0175, logits_fake -0.0180,
Train Epoch: [4/5] Iters:[11160/20018] gen_loss 0.3040, rec_loss 0.0373, lpips_loss 0.2062, g_loss 0.0176, disc_weight 0.5000, disc_adaptive_weight 3.4657, d_loss 0.5001, logits_real -0.0171, logits_fake -0.0174,
Train Epoch: [4/5] Iters:[11170/20018] gen_loss 0.3042, rec_loss 0.0375, lpips_loss 0.2061, g_loss 0.0168, disc_weight 0.5000, disc_adaptive_weight 3.6378, d_loss 0.5001, logits_real -0.0163, logits_fake -0.0166,
Train Epoch: [4/5] Iters:[11180/20018] gen_loss 0.3042, rec_loss 0.0378, lpips_loss 0.2066, g_loss 0.0162, disc_weight 0.5000, disc_adaptive_weight 3.6840, d_loss 0.5001, logits_real -0.0157, logits_fake -0.0161,
Train Epoch: [4/5] Iters:[11190/20018] gen_loss 0.3040, rec_loss 0.0379, lpips_loss 0.2061, g_loss 0.0165, disc_weight 0.5000, disc_adaptive_weight 3.6352, d_loss 0.5001, logits_real -0.0162, logits_fake -0.0165,
Train Epoch: [4/5] Iters:[11200/20018] gen_loss 0.3031, rec_loss 0.0381, lpips_loss 0.2061, g_loss 0.0169, disc_weight 0.5000, disc_adaptive_weight 3.4984, d_loss 0.5002, logits_real -0.0167, logits_fake -0.0169,
Train Epoch: [4/5] Iters:[11210/20018] gen_loss 0.3036, rec_loss 0.0384, lpips_loss 0.2067, g_loss 0.0175, disc_weight 0.5000, disc_adaptive_weight 3.3703, d_loss 0.5001, logits_real -0.0170, logits_fake -0.0173,
Train Epoch: [4/5] Iters:[11220/20018] gen_loss 0.3026, rec_loss 0.0386, lpips_loss 0.2070, g_loss 0.0180, disc_weight 0.5000, disc_adaptive_weight 3.1723, d_loss 0.5001, logits_real -0.0175, logits_fake -0.0179,
